Lp.;Nazwa w≥asna;Telefon;Email;Charakter us≥ug;Kategoria obiektu;Rodzaj obiektu;Adres
3030;DAWIDEK;18 201-91-06;biuro@dawidek.com.pl;sta≥y;***;pensjonat;34-500 Zakopane, ul. Parda≥Ûwka 8
3031;SZAFRAN;7289895-46;biuro@willaszafran.pl;sta≥y;***;pensjonat;34-514 Dzianisz, Dzianisz 14
3032;PENSJONAT MAX;757619719;recepcja@pensjonatmax.pl;sta≥y;***;pensjonat;58-540 Karpacz, KOWARSKA 5A
3033;WITOLD”WKA;(18) 471-55-77;witoldowka@pro.onet.pl;sta≥y;***;pensjonat;33-380 Krynica-ZdrÛj, ul. Bulwary Dietla 10
3034;KOåCIUSZKO;(0 18) 471-23-4;kosciuszko@krynica.pl;sta≥y;***;pensjonat;33-380 Krynica-ZdrÛj, ul. Koúciuszki 36
3035;"""STARA KARCZMA""";0-58 552 - 51;;sta≥y;***;pensjonat;80-324 GdaÒsk, Stary Rynek Oliwski 7
3036;ORLA SKA£A;757173402;orlaskala@szklarska.pl;sta≥y;***;pensjonat;58-580 Szklarska PorÍba, ORLA SKA£A 2
3037;USTRONIE LEåNE;602133764;ustronielesne@gmail.com;sta≥y;***;pensjonat;25-116 Kielce, åciegiennego 208
3038;TAJEMNICZY OGR”D;605 992 539;topensjonat@op.pl;sta≥y;***;pensjonat;34-435 Frydman, ul. Jana Paw≥a II 31
3039;BOUTIQUE BRAJT;713 462 981;brajt@brajt.pl;sta≥y;***;pensjonat;50-072 Wroc≥aw, W≥odkowica 18
3040;POD TATRAMI;(0 18)275-55-80;recepcja@podtatrami.com.pl;sta≥y;***;pensjonat;34-424 BaÒska Niøna, ul. Na Brzegu 21
3041;PREZYDENT;(0 18)267-67-33;recepcja@pensjonatprezydent.eu;sta≥y;***;pensjonat;34-700 Rabka-ZdrÛj, ul. Na BaniÍ 16 A
3042;ADRIA;(18) 201-44-24;adria@regle.pl;sta≥y;***;pensjonat;34-500 Zakopane, ul. Grunwaldzka 5
3043;Z£OTE G”RY;748136656;kontakt@zlotegory.com;sta≥y;***;pensjonat;57-550 Sienna, sienna 5h
3044;ORLICKA SKA£A;500801028;;sta≥y;***;pensjonat;57-340 Zieleniec, ZIELENIEC 3A
3045;åWISTAK;(18) 207-91-23;biuro@swistak.net.pl;sta≥y;***;pensjonat;34-511 Koúcielisko, ul. Boczna 26
3046;GRANADA;748660121;;sta≥y;***;pensjonat;57-340 £Íøyce, £ ØYCE 48
3047;WILLA R”ØANA;81 743 07 82;recepcja@ormonderesorts.pl;sta≥y;**;pensjonat;24-140 Na≥ÍczÛw, lipowa 8
3048;"""POLONIA""";0 - 55 - 247 -;polonia@mierzeja.pl;sta≥y;**;pensjonat;82-120 Krynica Morska, åwierczewskiego 19
3049;SAGE;68 34 12 518;e.pigla@op.pl;sta≥y;**;pensjonat;66-220 Kosobudz, kosobudz 21
3050;MELAXA;033/ 864-12-23;pensjonat@melaxa.com.pl;sta≥y;**;pensjonat;34-350 WÍgierska GÛrka, Zielona 6
3051;ROZTOCZA—SKIE CENTRUM KONFERENCYJNE;509 397 335;kontakt@perlatanwi.pl;sta≥y;**;pensjonat;23-412 Pisklaki,
3052;CYKADA;846416400;;sta≥y;**;pensjonat;22-424 HoryszÛw Polski, horyszÛw polski 48
3053;CARMEN;(075) 717-25-58;;sta≥y;**;pensjonat;58-580 Szklarska PorÍba, Broniewskiego 8
3054;ZIELONE WZG”RZE;790500503;;sta≥y;**;pensjonat;57-550 Boles≥awÛw, BOLES£AW”W 52-53
3055;"PENSJONAT ""MIKO£AJKI""";87-421-64-37;pensjonatmikolajki@epoczta.pl;sta≥y;**;pensjonat;11-730 Miko≥ajki, Kajki 18
3056;"""U BOGUSI""";13 469 21 91;pensjonat_u_bogusi@wp.pl;sta≥y;**;pensjonat;38-610 Berezka, -
3057;"""MIJAMAR""";0-58 774 - 16;mijamar@topnet.pl;sta≥y;**;pensjonat;84-113 Bia≥ogÛra, Wierzchucino
3058;ORLE;(18) 476-18-26;;sta≥y;**;pensjonat;33-380 Krynica-ZdrÛj, Piorunka 54
3059;ALPEJSKI DW”R;748136321;PENSJONAT@ALPEJSKIDWOR.PL;sta≥y;**;pensjonat;57-211 MiÍdzygÛrze, SANATORYJNA 13
3060;RAAD;(075) 7173571;;sta≥y;**;pensjonat;58-580 Szklarska PorÍba, Ko≥≥πtaja 3a
3061;NAD POTOKIEM;748 664 431;info@nad.potokiem.pl;sta≥y;**;pensjonat;57-350 Kudowa-ZdrÛj, Nad Potokiem
3062;EMILIA;(18) 353-20-92;pensjonatemilia@gmail.com;sta≥y;**;pensjonat;38-316 Wysowa-ZdrÛj, Wysowa ZdrÛj 207
3063;POD GIEWONTEM;(18) 200-13-13;pensjonat@podgiewontem.zakopane.pl;sta≥y;**;pensjonat;34-500 Zakopane, ul. SkibÛwki 35 A
3064;AMONIT;(18) 331-78-84;zagrodagorce@onet.eu;sta≥y;**;pensjonat;34-735 Niedüwiedü, Podobin 328
3065;ZDROWIE;(18) 471-54-22;fwp@krynica.com.pl;sta≥y;**;pensjonat;33-380 Krynica-ZdrÛj, Pi≥sudskiego 16
3066;POD ZEGAREM;095/746-07-22,;pensjonat@chronos-poland.com;sta≥y;**;pensjonat;74-320 Moczkowo, èrÛdlana 1A
3067;TRANS - EXPRES;12 268-20-91;pensjonat@trans-expres.com.pl;sta≥y;**;pensjonat;30-426 KrakÛw, ul. Montwi≥≥a ñ Mireckiego 7 B
3068;JANUS;87-423-64-50;pensjonatjanus@pro.onet.pl;sta≥y;**;pensjonat;12-220 Ruciane-Nida, Guzianka 1
3069;GORC;(18) 332-40-71;pensjonat-gorc@anronet.pl;sta≥y;**;pensjonat;34-607 Szczawa, Szczawa 475
3070;KAPRYS;18 471-55-52;fwp@krynica.com.pl;sta≥y;**;pensjonat;33-380 Krynica-ZdrÛj, Pu≥askiego 12
3071;ANDROMEDA;12 399-44-43;;sta≥y;**;pensjonat;32-444 Myúlenice, BÍczarka 283
3072;PEGAZ;(075) 76-19-264;;sta≥y;**;pensjonat;58-550 Karpacz, Karkonoska 17
3073;Feniks Pensjonat;(61) 832 60 75;pensjonatjas@optimedia.pl;sta≥y;**;pensjonat;61-474 PoznaÒ, Czeremchowa 26
3074;KASIA;(075) 76-19-362;;sta≥y;**;pensjonat;58-540 Karpacz, åwierkowa 2
3075;MAGDA;(074) 83-69-928;pensjonat@magda.com.pl;sta≥y;**;pensjonat;58-250 Pieszyce, Lasocin 9
3076;HUBERTUS;(94)373-90-66;hubertus@aquanet.pl;sta≥y;**;pensjonat;78-425 Bia≥y BÛr, Dworcowa 22
3077;PANORAMA;(074) 868-16-23;;sta≥y;**;pensjonat;57-320 Polanica-ZdrÛj, MariaÒska 3
3078;åNIEØNA KOPA;075) 761-02-41;;sta≥y;**;pensjonat;58-564 SosnÛwka, Muflonowa 2
3079;ELDORADO;(075) 78-16-780;;sta≥y;**;pensjonat;59-850 åwieradÛw-ZdrÛj, Piastowska 1
3080;LITWOR”WKA;(0 18)207-31-65;info@litworowka.pl;sta≥y;**;pensjonat;34-520 Poronin, ul. TatrzaÒska K/3 B
3081;FORTUNA;(075) 781-62-03;;sta≥y;**;pensjonat;59-850 åwieradÛw-ZdrÛj, Koúcielna 4
3082;AGAT;(075) 761-92-42;;sta≥y;**;pensjonat;58-540 Karpacz, Tetmajera 1
3083;SKALE—;(075) 76-18-720;;sta≥y;**;pensjonat;58-540 Karpacz, M. C. Sk≥odowskiej 7b
3084;JASKIER;(075) 761-92-18;;sta≥y;**;pensjonat;58-540 Karpacz, Koúcielna 8
3085;PENSJONAT WILE—SKI;89-741-28-37;pensjonat@pensjonatwilenski.pl;sta≥y;**;pensjonat;11-700 Mrπgowo, WileÒska 8a
3086;HALNY;(0 18) 201-20-4;halny@mati.zakopane.pl;sta≥y;**;pensjonat;34-500 Zakopane, ul. Siekiewicza 6 a
3087;NOWY M£YN;792 616 403;biuro@nowymlyn.pl;sta≥y;**;pensjonat;74-406 Namyúlin, namyúlin 46
3088;CZARNY STAW;094/318-98-35,;;sta≥y;**;pensjonat;76-032 Mielno, B. Chrobrego 11
3089;MALWA;757 816 630;biuro@pensjonat-malwa.pl;sta≥y;**;pensjonat;59-850 åwieradÛw-ZdrÛj, BRONKA CZECHA 2
3090;SEROKOMLA;81 881 52 40;serokomla@janowiec.serokomla.com.pl;sta≥y;**;pensjonat;24-123 Janowiec, rynek 12
3091;"""RIWIERA""";55/261-71-86;riwiera@op.pl;sta≥y;**;pensjonat;82-120 Krynica Morska, Rybacka 38
3092;"""DWOREK SZLACHECKI""";58/674-80-03;;sta≥y;**;pensjonat;84-105 Karwia, Wojska Polskiego 1A
3093;"""KALINA""";605-505-552;janusz_kalina@wp.pl;sta≥y;**;pensjonat;82-103 Jantar, Morska 9
3094;"""PENSIONE ANTONIO""";59/ 848-30-80;mars512@2com.pl;sta≥y;**;pensjonat;76-200 S≥upsk, WileÒska 8
3095;"""PORTOBELLO""";663-059-191;portobello@portobello-ustka.pl;sta≥y;**;pensjonat;76-270 Ustka, Bulwar Portowy 5
3096;"""BATORY""";0 - 58 674 - 8;;sta≥y;**;pensjonat;84-105 KarwieÒskie B≥oto Drugie, PÛlnocna 1
3097;WIåNIOWA G”RA;757541471;PENSJONAT@WISNIOWA-GORA.PL;sta≥y;**;pensjonat;58-512 Kopaniec, KOPANIEC 57
3098;DW”R KAMIONACZ;43 827-41-68;;sta≥y;**;pensjonat;98-290 Kamionacz, Kamionacz 11
3099;"PENSJONAT ""MAGDA""";89-742-14-07;magda@pensjonat-magda.pl;sta≥y;**;pensjonat;11-710 KrutyÒ, 74
3100;PO£UDNIE;(12) 289-02-10;recepcja@pensjonatpoludnie.wieliczka.pl;sta≥y;**;pensjonat;32-020 Wieliczka, ul. Czarnochowska 30
3101;ZAJAZD J DRULA;83 311 11 09;mak_an@interia.pl;sta≥y;**;pensjonat;21-550 Terespol, 3-go Maja37A
3102;DWOREK Z£OTY R”G;12 415-62-19;dworek@zlotyrog.com;sta≥y;**;pensjonat;31-216 KrakÛw, ul. Legnicka 3
3103;VILLA PACOLDI;18 471-20-77;fwp@krynica.com.pl;sta≥y;**;pensjonat;33-380 Krynica-ZdrÛj, Jana Kiepury 6
3104;EGER;81 88 20 237;biuro@pensjonaterger.pl;sta≥y;**;pensjonat;24-120 Kazimierz Dolny, Czerniawy 53 b
3105;BOROWIK;0757553673, 075;dwborowik@poczta.onet.pl;sta≥y;**;pensjonat;58-570 , WCZASOWA 6
3106;CHATA SUDECKA;601801243;;sta≥y;**;pensjonat;57-550 Sienna, SIENNA 7H
3107;PENSJONAT SIELANKA;87-421-06-15;skimazury@skimazury.pl;sta≥y;**;pensjonat;11-510 Okrπg≥e, 10
3108;NOVA;074/ 869 0073;pensjonat.nova@wp.pl;sta≥y;**;pensjonat;57-320 Polanica-ZdrÛj, Lipowa 6/8
3109;Cztery Korony;;;sta≥y;**;pensjonat;63-100 årem, Malczewskiego 1
3110;BLISS;074/ 869 13 13;;sta≥y;**;pensjonat;57-320 Polanica-ZdrÛj, Wojska Polskiego 8 a
3111;"""PENSJONAT PRZY ZAMKU""";0 - 59 83-43-;pensjonatprzyzamku@op.pl;sta≥y;**;pensjonat;77-300 Cz≥uchÛw, Koúcielna 4
3112;ROYAL;757 616 376;pensjonat@pensjonat-royal.pl;sta≥y;**;pensjonat;58-540 Karpacz, Karkonoska 15
3113;MARTIN;(075) 717-34-44;MARTINPIOTR@neostrada.pl;sta≥y;**;pensjonat;58-580 Szklarska PorÍba, Odrodzenia 7
3114;U MARIANNY BIS;876 432 679;;sta≥y;**;pensjonat;16-300 AugustÛw, Rajgrodzka 98
3115;Ester;(65) 529 10 25;pensjonat_ester@interia.pl;sta≥y;**;pensjonat;64-100 Leszno, Narutowicza 61a
3116;U MARIANNY;87 64 45 711;;sta≥y;**;pensjonat;16-300 AugustÛw, Rajgrodzka 98
3117;POD PIEPRZ”WKAMI;509 310 097;rezerwacja@podpieprzowkami.pl;sta≥y;**;pensjonat;39-432 Zalesie Gorzyckie, -
3118;DW”R DOBARZ;85 - 749 26 67;;sta≥y;**;pensjonat;19-104 Trzcianne, Dobarz 8/9
3119;"""GAWRA""";013 469-66-55;;sta≥y;**;pensjonat;38-600 Lesko, 1000-Lecia 4
3120;PI£A M£YN;668 35 44 82;malmipilamlyn@gmail.com;sta≥y;**;pensjonat;89-520 Gostycyn, Brzozowa
3121;BIELIK;601-554-204;grhp.tunski@wp.pl;sta≥y;**;pensjonat;73-121 Trπbki, 1d
3122;PARADISE;(075) 76-19-778;;sta≥y;**;pensjonat;58-550 Karpacz, Straøacka 5
3123;"""ADMIRA£""";0-58 675-29-0;kontakt@admiral-jastarnia.pl;sta≥y;**;pensjonat;84-140 Jastarnia, Ks. W. Kossak-G≥Ûwczewskiego 21
3124;ZACISZE;604 265 885;pensjonat@zaciszeczchow.pl;sta≥y;**;pensjonat;32-860 CzchÛw, ul. KwaúniÛwka 23
3125;U BENEDYKTA;18 265-06-96;noclegi@ubenedykta.pl;sta≥y;**;pensjonat;34-440 Kluszkowce, ul. Kamieniarska 21A
3126;ABIR;757616231;;sta≥y;**;pensjonat;58-550 Karpacz, Karkonoska 51
3127;PENSJONAT ZDROJOWY;(18) 544-74-10;recepcja@pensjonatzdrojowy.pl;sta≥y;**;pensjonat;34-700 Rabka-ZdrÛj, ul. Poniatowskiego 254
3128;CEZAR;0-85 65-64-060;;sta≥y;**;pensjonat;17-300 Siemiatycze, Mickiewicza 10
3129;ISKRA;032-380-11-44/4;poltrans@cateringam.pl;sta≥y;**;pensjonat;42-463 MierzÍcice, Osiedle 166
3130;CZARDASZ;18 262-92-32;biuro@czardaszniedzica.pl;sta≥y;**;pensjonat;34-441 Niedzica, os. Zamek 71
3131;EL-TAN;748177912;pensjonat@eltan.pl;sta≥y;**;pensjonat;57-251 Laski, LASKI 15
3132;PINGWIN;091/328-05-22,;;sta≥y;**;pensjonat;72-500 MiÍdzyzdroje, Promenada Gwiazd 10
3133;DELFIN;094/31-89-514;kszpakiewicz@poczta.wprost.pl;sta≥y;**;pensjonat;76-032 Unieúcie, 6 Marca 45
3134;KIMAD£O WAMPIRA;13 434 15 19;info@bieszczady.com.pl;sta≥y;**;pensjonat;38-543 Nowy £upkÛw, 18
3135;SPISKI;(6004)305-38;j.szpernoga@sofegar.pl;sta≥y;**;pensjonat;34-441 Niedzica, ul. åw. Anny 236 A, kacwin
3136;KORPA£”WKA;18 265-05-00;;sta≥y;**;pensjonat;34-440 Kluszkowce, ul. Karpacka 8
3137;Saga;(61) 872 62 42;info@saga.poznan.pl;sta≥y;**;pensjonat;61-323 PoznaÒ, Garaszewo 38
3138;"Pensjonat ""HUBERTUS""";608725657;;sta≥y;**;pensjonat;37-620 Horyniec-ZdrÛj, Senatoryjna 1
3139;JOWISZ;91-321-38-50;biuro@pensjonatjowisz.pl;sta≥y;**;pensjonat;72-600 åwinoujúcie, Jana Matejki 21
3140;STA—CZYK;(0 12)656-05-07;info@pensjonatstanczyk.pl;sta≥y;**;pensjonat;30-504 KrakÛw, ul. Kalwaryjska 16
3141;NATURA;084-660 77 42;natura_sc@wp.pl;sta≥y;**;pensjonat;22-440 KrasnobrÛd, Zamojska 23
3142;SZAROTKA;(18) 265-05-52;szarotka@kluszkowce.pl;sta≥y;**;pensjonat;34-400 Kluszkowce, ul. PieniÒska 16
3143;Restauracja Pod Wietrznπ GÛrπ;081-88-10-640;info@wietrznagora.pl;sta≥y;**;pensjonat;24-120 Kazimierz Dolny, Krakowska 1
3144;WILLA CZAROWNICA;512193331;willaczarownica@wp.pl;sta≥y;**;pensjonat;26-006 Nowa S≥upia, staszica 19b
3145;STOØEK;601 512 199;willastozek@gmail.com;sta≥y;**;pensjonat;34-405 Bia≥ka TatrzaÒska, ul. årodkowa 182 B
3146;JAWORZYNA;601 911 994;pensjonatjaworzyna@wp.pl;sta≥y;**;pensjonat;33-370 Muszyna, ul. Polna 24a
3147;"""NAUTILUS""";0 - 58 674 -;pensjonat@nautilus-karwia.pl;sta≥y;**;pensjonat;84-105 Karwia, Stokrotki 1
3148;ALKMENA;134 923 052;recepcja@alkmena.pl;sta≥y;**;pensjonat;38-610 PolaÒczyk, Spokojna 36
3149;ZAK£AD AKTYWNOåCI ZAWODOWEJ PENSJONAT NA WZG”RZACH;12 681-47-7;zaz_pensjonat@o2.pl;sta≥y;**;pensjonat;31-721 KrakÛw, Os. Na WzgÛrzach 44
3150;"PENSJONAT ""WODNIK""";87-421-61-41;;sta≥y;**;pensjonat;11-730 Miko≥ajki, Kajki 130
3151;KOGUCIK;;;sta≥y;**;pensjonat;64-020 CzempiÒ, Pl Gen H åwierczewskiego 12
3152;POD NOSALEM;18 200-02-80;pensjonat@nosal.pl;sta≥y;**;pensjonat;34-500 Zakopane, ul. Balzera 23 B
3153;MIMOZA;(075) 78-16-530;;sta≥y;**;pensjonat;59-850 åwieradÛw-ZdrÛj, Leúna 1
3154;"""AMELIA""";013 435-01-94 l;bieszczady3@wp.pl;sta≥y;**;pensjonat;38-440 Iwonicz-ZdrÛj, KulczyÒskiego 2
3155;BOSS;091/ 38 26 531,;;sta≥y;**;pensjonat;72-400 DziwnÛw, Koúcielna 11
3156;HAWANA;033/ 8536-279;hawana@bb.onet.pl;sta≥y;**;pensjonat;43-438 Brenna, Jatny 34
3157;"""EDEN""";0-58 551 - 15;;sta≥y;**;pensjonat;81-722 Sopot, Ks. A. Kordeckiego 4-6
3158;MAGDA II;748313822;magdalena.samolyk@magda.com.pl;sta≥y;**;pensjonat;58-250 Pieszyce, LASOCIN 7A
3159;VILLA BERGERA;748310479;info@villa-bergera.pl;sta≥y;**;pensjonat;58-200 DzierøoniÛw, SIENKIEWICZA 15
3160;ORAWSKI DW”R;605 628 635;recepcja@orawski-dwor.pl;sta≥y;**;pensjonat;34-484 Zubrzyca GÛrna, Zubrzyca GÛrna 329 A
3161;ARKA;(075) 78-16-436;;sta≥y;**;pensjonat;59-850 åwieradÛw-ZdrÛj, Willowa 6
3162;"""IRENA""";0-58 551 - 20;biuro@pensjonat-irena.gda.pl;sta≥y;**;pensjonat;81-786 Sopot, Chopina 36
3163;PENSJONAT POD SAMOWAREM;(18) 473-11-11;kontakt@podsamowarem.pl;sta≥y;**;pensjonat;33-383 Tylicz, ul. Pu≥askiego 49
3164;SZCZEPANIAK”WKA;(18) 262-91-05;szczepaniak@pensjonat-niedzica.com.pl;sta≥y;**;pensjonat;34-441 Niedzica, Niedzica - Zamek 74
3165;Pensjonat;(+48 48) 614-67;;sta≥y;**;pensjonat;26-900 Kozienice, BohaterÛw Studzianek 30
3166;TATRA HOUSE;(18__)201-62-00;info@krzeptowki.pl;sta≥y;**;pensjonat;34-500 Zakopane, ul. krzeptÛwki boczna 6
3167;MELAFIR;748146274;biuro@melafir.biz.pl;sta≥y;**;pensjonat;57-540 Lπdek-ZdrÛj, ZAMENHOFA 4
3168;WIDOK;(0 18) 265-02-5;widok@afr.pl;sta≥y;*;pensjonat;34-440 Czorsztyn, ul. Drohojowskich 18
3169;JESTEM;(12)352-16-17;;sta≥y;*;pensjonat;32-709 Drwinia, grobla 231
3170;Hubertus;;;sta≥y;*;pensjonat;62-050 Mosina, Chopina 42
3171;Pod Kasztanem;(61) 828 80 80;Pensjonat_Pod_Kasztanem@wp.pl;sta≥y;*;pensjonat;61-680 PoznaÒ, Pio≥unowa 1-3
3172;SOPLICOWO;(0 18)471-22-52;fwp@krynica.com.pl;sta≥y;*;pensjonat;33-380 Krynica-ZdrÛj, ul. Pu≥askiego 17
3173;GROMADA;(18)201 35 72;recepcja@pensjonatgromada.pl;sta≥y;*;pensjonat;34-520 Poronin, ul.kasprowicza 32A
3174;LEMA;071/ 38 46 273;;sta≥y;*;pensjonat;56-320 Kroúnice, Parkowa 16 - Wierzchowice
3175;ALICJA FLORENTYNA NOWAK;91-563-09-98;;sta≥y;*;pensjonat;74-201 Obryta, Obryta 5
3176;MIRANDA;(074) 86-81-764;;sta≥y;*;pensjonat;57-320 Polanica-ZdrÛj, MariaÒska 17
3177;SOKOLEC;(074) 87-16-103;;sta≥y;*;pensjonat;57-450 Ludwikowice K≥odzkie, Sokolec 35
3178;TORO;(075) 76 19 695;;sta≥y;*;pensjonat;58-540 Karpacz, Karkonoska 43
3179;KARCZMA KARNAS”W;667 910 010;ukarnasow@op.pl;sta≥y;*;pensjonat;38-607 Cisna, cisna 48a
3180;POD BASZT•;533-089-134;;sta≥y;*;pensjonat;66-235 Torzym, Warszawska 19
3181;ZAMECZEK;(075) 777-23-02;;sta≥y;*;pensjonat;58-580 Szklarska PorÍba, Piastowska 39
3182;BOHEMIA CLUB;664433907;;sta≥y;*;pensjonat;48-300 SkorochÛw, Kasztanowa 29
3183;CONSTANS;504 666 400;;sta≥y;*;pensjonat;76-107 Jaros≥awiec, Admiralska 4
3184;U JANUSZA;(075) 76-19-316;;sta≥y;*;pensjonat;58-540 Karpacz, M. C. Sk≥odowskiej 7a
3185;"""WOJCIECH""";58/674-20-67;pwojciech@wp.pl;sta≥y;*;pensjonat;84-120 W≥adys≥awowo, £πkowa 5
3186;"""JagÛdka""";564 989 267;;sta≥y;*;pensjonat;87-320 GÛrzno, Leúna 31
3187;U JANINY;(075) 732-44-12;;sta≥y;*;pensjonat;59-700 Boles≥awiec, Ko≥≥πtaja 20a
3188;"""KOJAK""";58/674-97-29;kojak@sky.pl;sta≥y;*;pensjonat;84-104 JastrzÍbia GÛra, Topolowa 13
3189;AS;034/3582047;recepcja@pensjonatas.pl;sta≥y;*;pensjonat;46-300 Olesno, Koúciuszki 17
3190;AS;034/3582047;recepcja@pensjonatas.pl;sta≥y;*;pensjonat;46-300 Olesno, Koúciuszki 17
3191;PRZY DEPTAKU;748 682 829;pokoje@polanica.kko.pl;sta≥y;*;pensjonat;57-320 Polanica-ZdrÛj, BYSTRZYCKA 23A
3192;HALESZKA;068/ 356-65-92;haleszka@ta.pl;sta≥y;*;pensjonat;67-410 LubiatÛw, S≥awska 12
3193;Zajazd Leúne Kπty;15 846 75 75;zajazd2@tlen.pl;sta≥y;*;pensjonat;39-460 Tarnowska Wola,
3194;PRZYSTA— STARA MI£OSNA;606 403 887;BIURO@PRZYSTANSTARAMILOSNA.PL;sta≥y;*;pensjonat;05-462 ZagÛrze, zAG”RZE 9
3195;"CENTRUM TURYSTYKI AKTYWNEJ ""BAJDARKA""";85 715 39 93;;sta≥y;*;pensjonat;18-105 Suraø, Pi≥sudskiego 3
3196;WiktorÛwka;(61) 815 56 15;;sta≥y;*;pensjonat;62-007 Pobiedziska, Biskupice, Promienko 59
3197;PISKLAKI;509367335;;sta≥y;*;pensjonat;23-412 Pisklaki, Pisklaki
3198;PENSJONAT;077/4164688;;sta≥y;*;pensjonat;49-300 Brzeg, Rzemieúlnicza 7
3199;DAGLEZJA;(075) 76-19-273;;sta≥y;*;pensjonat;58-540 Karpacz, åwierkowa 9
3200;CIS;(075) 76-18-520;;sta≥y;*;pensjonat;58-540 Karpacz, Reymonta 1
3201;BESKIDNIK;13 470 30 71;beskidnikbieszczady@interia.pl;sta≥y;*;pensjonat;38-610 MyczkÛw, myczkÛw 71
3202;WRZOS;6011952 62;;sta≥y;*;pensjonat;24-340 Sp≥awy, Sp≥awy 46B
3203;ARNIKA;(0 18)201-26-73;zakopane@pensjonatarnika.com;sta≥y;*;pensjonat;34-500 Zakopane, ul. Saba≥y 8
3204;MEWA;18 471-20-51;;sta≥y;*;pensjonat;33-380 Krynica-ZdrÛj, ul. Bulwary Dietla 5
3205;PRZY B£ONIACH;(12) 427-25-24;;sta≥y;*;pensjonat;30-213 KrakÛw, ul. Emaus 28 B
3206;STARA OWCZARNIA;600-96-38-96;biuro@kapriola.pl;sta≥y;*;pensjonat;68-200 Øary, Grabik 125
3207;LEåNICZ”WKA;(18) 446-41-16;pensjonatlesniczowka@wp.pl;sta≥y;*;pensjonat;33-350 Piwniczna-ZdrÛj, Kosarzyska 19
3208;POD £AB DZIEM;0-607-200-465;recepcja@pensjonat-barlinek.pl;sta≥y;*;pensjonat;74-320 Barlinek, Jeziorna 13
3209;FLUDER;(33) 876-14-17;;sta≥y;*;pensjonat;34-106 Mucharz, jaszczurowa 66
3210;TRYMAS-WCZASY;94/ 35 19 548,;;sta≥y;*;pensjonat;78-111 Ustronie Morskie, Graniczna 4
3211;MAGNOLIA;512019776;;sta≥y;*;pensjonat;22-550 Werbkowice, GzdÛw 164
3212;OMEGA;;;sta≥y;*;pensjonat;62-230 Witkowo, SkorzÍcin
3213;ØAGIELEK;501515647;;sta≥y;*;pensjonat;16-300 AugustÛw, 29 Listopada 7
3214;èR”DE£KO;033/ 854-11-26;rezerwacja @ pensjonat-zrodelko;sta≥y;*;pensjonat;43-450 UstroÒ, èrÛdlana 24
3215;PSTR•G;(18)265-30-19;z.kowalewska@op.pl;sta≥y;*;pensjonat;34-432 £opuszna, ul. GorczaÒska 14A
3216;ROMA;518495002;kontakt@pensjonatroma.pl;sta≥y;*;pensjonat;66-330 Pszczew, dz. nr 1309
3217;WOLSKI;(018) 275-01-21;pensjonat@wolski.pl;sta≥y;*;pensjonat;34-440 Kluszkowce, Mizerna 114
3218;U GERWAZEGO;(18) 262-34-52;;sta≥y;*;pensjonat;34-450 Kroúcienko nad Dunajcem, ul. Zdrojowa 23
3219;PIANO NOBILE;032 44 77 881;pensjonat@pianonobile.com.pl;sezonowy;****;pensjonat;43-200 Pszczyna, Rynek 16
3220;"""LOTOS""";0 - 55 247 - 6;pensjonat@pensjonat-lotos.com.pl;sezonowy;**;pensjonat;82-120 Krynica Morska, Aptekarzy 8
3221;BANKOWY;(82) 571 70 20,;pensjonatbankowy@wp.pl;sezonowy;**;pensjonat;22-232 Okuninka, ul. Okuninka VIII / 13
3222;MONIKA;094/ 314 27 86;;sezonowy;**;pensjonat;76-150 Dar≥owo, ul.Tynieckiego 43
3223;TARA;(33) 863-60-66,;tara@jelesnia.com.pl;sezonowy;**;pensjonat;34-340 Jeleúnia, Jana Kazimierza 224
3224;TRAMONTANA;604 293 079;;sezonowy;**;pensjonat;76-150 Dar≥owo, PÛ≥nocna 12
3225;PER£A;91 328-13-03;perla@ta.pl;sezonowy;*;pensjonat;72-500 MiÍdzyzdroje, Pomorska 7
3226;"""KRYSTYNA""";0 - 59 866 -;krystyna@leba.pl;sezonowy;*;pensjonat;84-360 NowÍcin, £ebska 128
3227;KAMA;094/351-65-52;;sezonowy;*;pensjonat;78-100 Ko≥obrzeg, Wylotowa 22
3228;CAMP 66;792566569;;sta≥y;****;kemping;58-534 åciegny, Widokowa 9
3229;Camping Malta;(61) 876 62 03;camping@malta.poznan.pl;sta≥y;****;kemping;61-036 PoznaÒ, KraÒcowa 98
3230;ADAM;12 427-25-56;info@campingadam.pl;sta≥y;****;kemping;30-206 KrakÛw, ul. KsiÍcia JÛzefa 24A
3231;CAMPING MARINA PTTK;091/46-01-165;camping.marina@pro.onet.pl;sta≥y;****;kemping;70-800 Szczecin, Przestrzenna 23
3232;MARINA PU£AWY;797-399-260;biuro@marina-pulawy.pl;sta≥y;***;kemping;24-100 Pu≥awy, portowa 3
3233;CAMPING;542 005 610;camping@ciechocinek.pl;sta≥y;***;kemping;87-720 Ciechocinek, Kolejowa 4
3234;GLINIANA WIOSKA;87 516 50 58;;sta≥y;***;kemping;16-500 WigraÒce, brak
3235;NR 140;41 25-43-351;recepcja@camping140.pl;sta≥y;***;kemping;26-130 SuchedniÛw, Ogrodowa 11
3236;POD KROKWI•;18 201-22-56;camp@podkrokwia.pl;sta≥y;***;kemping;34-500 Zakopane, ul. Øeromskiego
